Gene ID	Gene Name	Design Element	D20_C	pU62_B	pU62_C	D20_A	D20_B	pU62_A
ENSG00000000003	TSPAN6	209108_at	11.561386	10.499425	10.487066	11.596925	11.501334	10.465447
ENSG00000000003	TSPAN6	209109_s_at	11.249704	10.362057	10.470523	11.160182	11.223135	10.492932
ENSG00000000005	TNMD	220065_at	3.1434636	3.1512182	3.4367135	2.9712536	3.2162666	3.1224475
ENSG00000000419	DPM1	202673_at	10.382985	10.527815	10.686775	10.403881	10.32526	10.772428
ENSG00000000457	SCYL3	205607_s_at	7.4742374	7.6681676	7.6632915	7.4086385	7.4991393	7.6671233
ENSG00000000457	SCYL3	231111_at	5.440661	5.243382	5.6729445	5.1733103	4.799249	5.4279895
ENSG00000000457	SCYL3	41329_at	7.6926928	7.686579	7.8203144	7.5461507	7.5749736	7.7394605
ENSG00000000460	C1orf112	220840_s_at	7.4074206	7.590755	7.7838798	7.5857053	7.3976884	7.6848536
ENSG00000000938	FGR	208438_s_at	3.6414144	3.8813965	3.8685138	3.6337855	3.9030933	3.650505
ENSG00000000971	CFH	213800_at	3.356287	3.813962	3.677114	3.3180478	3.570327	3.521396
ENSG00000001036	FUCA2	223120_at	10.365478	10.691756	10.642977	10.438009	10.373852	10.606425
ENSG00000001084	GCLC	1555330_at	4.2300777	3.830777	4.15005	4.263095	4.5914392	4.1556673
ENSG00000001084	GCLC	202922_at	7.276285	7.659334	7.910651	7.4124165	7.0993495	7.7426643
ENSG00000001084	GCLC	202923_s_at	8.438747	8.549489	8.559294	8.407692	8.313107	8.644861
ENSG00000001167	NFYA	204107_at	8.489609	8.829266	8.656795	8.406633	8.274468	8.55373
ENSG00000001167	NFYA	204108_at	8.897252	9.222528	9.215318	8.855776	8.754872	9.146555
ENSG00000001167	NFYA	204109_s_at	8.2768345	8.9412365	8.815142	8.333565	8.317762	8.809823
ENSG00000001167	NFYA	215720_s_at	7.882065	8.0775795	7.8666997	7.597416	7.7262254	7.8837523
ENSG00000001167	NFYA	228433_at	8.579461	9.0103655	9.209276	8.496717	8.374096	9.083039
ENSG00000001460	STPG1	227694_at	6.400211	5.067919	4.9355807	6.3571925	6.365804	5.39795
ENSG00000001460	STPG1	233693_at	4.694049	4.5619335	4.7082396	4.8443418	4.818476	4.646281
ENSG00000001461	NIPAL3	210267_at	3.5478144	3.6646585	3.6926773	3.4635658	3.7750292	3.6490304
ENSG00000001461	NIPAL3	214579_at	6.5037527	6.373428	6.529541	6.3647804	6.516524	6.556424
ENSG00000001461	NIPAL3	225875_s_at	6.391335	6.3674855	6.365362	6.447325	6.3523564	6.4107194
ENSG00000001461	NIPAL3	225876_at	6.980804	6.6738415	6.8216934	7.043908	6.713834	6.6445894
ENSG00000001497	LAS1L	208117_s_at	8.283737	8.276611	8.372157	8.292554	8.383322	8.383025
ENSG00000001497	LAS1L	235541_at	4.803674	4.8051944	4.8326936	4.713438	4.922209	4.9450736
ENSG00000001561	ENPP4	204160_s_at	7.938285	6.6571517	6.801691	7.923419	7.7547965	6.7708445
ENSG00000001561	ENPP4	204161_s_at	5.8459663	4.5447655	4.587329	5.737028	5.6180634	4.3704524
ENSG00000001617	SEMA3F	206832_s_at	3.7398632	3.9877815	3.843323	3.6752837	4.2644024	3.8370004
ENSG00000001617	SEMA3F	209730_at	6.907286	7.2768507	6.9194818	6.6010103	7.078005	7.0705113
ENSG00000001617	SEMA3F	35666_at	7.906814	8.049602	8.109711	8.092549	8.090657	8.133246
ENSG00000001626	CFTR	205043_at	4.0909967	4.381034	4.1690044	3.936214	4.5127516	4.1633453
ENSG00000001626	CFTR	215702_s_at	2.969313	3.0642202	3.037839	3.0460467	3.2484887	3.015514
ENSG00000001626	CFTR	215703_at	3.369965	2.9260495	3.1557972	3.2599742	3.126394	2.9795346
ENSG00000001626	CFTR	234702_x_at	2.9051108	2.8713825	2.9595387	2.8326263	2.8520713	2.706623
ENSG00000001629	ANKIB1	224682_at	8.219036	7.9521456	8.10571	8.107061	7.9740906	7.8688393
ENSG00000001629	ANKIB1	224687_at	8.395512	8.051878	8.090806	8.3650255	8.178494	8.133115
ENSG00000001629	ANKIB1	243181_at	3.5785122	3.58514	3.5939522	3.6376243	3.4370687	3.5641212
ENSG00000002016	RAD52	205647_at	6.338067	6.2309113	6.2903104	6.2550783	6.1785326	6.2829294
ENSG00000002016	RAD52	210630_s_at	4.7416387	4.007144	4.155585	4.5849004	4.4038477	4.398393
ENSG00000002016	RAD52	211904_x_at	5.380571	4.8802176	4.8457007	5.2964387	5.4841127	4.835883
ENSG00000002079	MYH16	1564072_at	3.6985798	3.5744228	3.6505198	3.7311625	3.7238348	3.5982888
ENSG00000002330	BAD	1861_at	6.142215	6.2243834	6.060495	6.481333	6.4633555	6.035929
ENSG00000002330	BAD	209364_at	7.23117	7.0618596	7.0269256	7.5175557	7.5855575	7.015264
ENSG00000002549	LAP3	217933_s_at	9.732674	10.133767	10.174378	9.888277	9.548254	10.274719
ENSG00000002586	CD99	201028_s_at	8.640253	8.470981	8.392363	8.615717	8.804974	8.3569765
ENSG00000002586	CD99	201029_s_at	9.586048	9.706182	9.599791	9.89894	9.964212	9.616719
ENSG00000002587	HS3ST1	205465_x_at	5.218291	5.232917	5.1980896	5.2610264	5.3252234	4.8107114
ENSG00000002587	HS3ST1	205466_s_at	6.162084	4.2866073	3.923731	6.2006392	4.983401	3.8637397
ENSG00000002726	AOC1	203559_s_at	3.4842608	3.5005295	3.6073751	3.48628	3.4785097	3.4769123
ENSG00000002745	WNT16	221113_s_at	4.1361403	4.348456	4.7099605	4.2758408	4.319018	4.3308353
ENSG00000002745	WNT16	224022_x_at	2.9320304	2.9135523	3.0691628	2.918428	3.1230218	3.1200953
ENSG00000002746	HECW1	210331_at	3.9603276	3.828205	3.7093663	3.7203457	3.6879222	3.6367533
ENSG00000002746	HECW1	215584_at	4.3525724	4.523365	4.6489534	4.6861796	4.467041	4.6514373
ENSG00000002746	HECW1	243163_at	2.8675978	2.841426	3.098808	3.0051782	3.0118997	3.1954184
ENSG00000002822	MAD1L1	204857_at	8.115033	8.358694	8.197409	8.517854	8.372078	7.9554434
ENSG00000002834	LASP1	200618_at	10.062622	10.202686	10.175075	10.117215	9.874331	10.303634
ENSG00000002919	SNX11	220140_s_at	7.6554236	7.556745	7.4517927	7.648616	7.7205806	7.5557394
ENSG00000002919	SNX11	53912_at	8.06352	7.872065	8.046214	8.113418	7.9005995	8.036794
ENSG00000002933	TMEM176A	218345_at	4.9631076	4.7929482	5.1866436	4.810736	5.187915	5.287014
ENSG00000003056	M6PR	200900_s_at	8.044769	8.0727415	7.857787	7.9531436	8.080945	7.9186225
ENSG00000003056	M6PR	200901_s_at	8.891034	9.300768	9.259222	8.896112	8.941766	9.222581
ENSG00000003096	KLHL13	227875_at	7.081248	5.3836236	5.318614	7.0448594	6.9458413	5.343558
ENSG00000003137	CYP26B1	219825_at	7.478405	8.073372	7.9765577	7.638445	7.638618	8.039747
ENSG00000003137	CYP26B1	234721_s_at	5.177581	5.1725597	5.017865	5.230578	4.8147726	4.7483463
ENSG00000003147	ICA1	204002_s_at	5.5887957	5.3359895	5.364392	5.381115	5.519053	5.4920926
ENSG00000003147	ICA1	207949_s_at	8.485111	8.960851	9.039908	8.385605	8.489239	9.027344
ENSG00000003147	ICA1	210547_x_at	9.404563	10.057872	10.140971	9.403397	9.631342	9.994816
ENSG00000003147	ICA1	211740_at	3.8697717	3.737764	3.7716098	3.9291441	3.8051476	3.8032515
ENSG00000003147	ICA1	230639_at	5.942977	5.9466257	5.805297	5.620408	5.8026423	5.805297
ENSG00000003249	DBNDD1	222234_s_at	7.635056	7.1660185	7.311816	7.8251667	7.8100505	6.9711065
ENSG00000003393	ALS2	1555284_at	3.443102	3.2298665	3.2889867	3.3543987	3.406259	3.6921775
ENSG00000003393	ALS2	226291_at	9.864343	9.469573	9.473611	9.675677	9.815557	9.420815
ENSG00000003393	ALS2	232184_at	4.312512	4.441792	4.99723	4.553081	4.1575694	4.6628523
ENSG00000003400	CASP10	205467_at	5.6590934	6.3792944	6.0928297	5.698235	5.9503317	6.2912993
ENSG00000003400	CASP10	210708_x_at	4.743	4.8214355	5.0105505	4.718774	4.7787166	5.1308975
ENSG00000003400	CASP10	210955_at	5.1556296	4.9078197	4.9219184	4.695494	5.083878	5.093156
ENSG00000003400	CASP10	211888_x_at	4.5179105	4.5981517	4.611462	4.2508736	4.497556	4.658802
ENSG00000003402	CFLAR	208485_x_at	7.6436925	7.3311453	7.4079475	7.407271	7.600493	7.275023
ENSG00000003402	CFLAR	209508_x_at	7.6234818	7.460401	7.589299	7.4751134	7.3151016	7.3435144
ENSG00000003402	CFLAR	209939_x_at	9.078162	8.552068	8.664652	8.958171	8.881863	8.704318
ENSG00000003402	CFLAR	210563_x_at	8.65427	8.295622	8.254164	8.612342	8.604341	8.384177
ENSG00000003402	CFLAR	211316_x_at	7.8133335	7.4581223	7.5930805	7.6110697	7.6097374	7.6725554
ENSG00000003402	CFLAR	211317_s_at	7.406187	7.4978094	7.2362933	7.4713697	7.236911	7.240741
ENSG00000003402	CFLAR	211862_x_at	7.994186	7.805429	7.7298074	7.9575887	7.861776	7.4933376
ENSG00000003402	CFLAR	214486_x_at	7.4086385	7.3762684	7.3699145	7.275229	7.3670044	7.4201627
ENSG00000003402	CFLAR	214618_at	3.133672	3.0574915	3.2206755	3.047769	3.0903838	3.0890813
ENSG00000003402	CFLAR	217654_at	3.3204873	3.5928483	3.538891	3.4209998	3.6344538	3.3046584
ENSG00000003402	CFLAR	224261_at	5.790549	6.0846324	6.035577	5.7256527	5.8734565	6.113781
ENSG00000003402	CFLAR	235427_at	4.0436134	4.74705	4.4007044	3.933424	3.957426	4.426713
ENSG00000003402	CFLAR	237367_x_at	6.0994706	6.2092295	6.1523633	6.0576634	6.3755975	5.983664
ENSG00000003436	TFPI	209676_at	6.7849536	7.016126	7.36184	6.7287655	6.535671	7.233581
ENSG00000003436	TFPI	210664_s_at	9.408495	10.097626	10.157785	9.38228	9.449951	10.249601
ENSG00000003436	TFPI	210665_at	6.6045175	7.8535714	7.861571	6.4571166	6.246015	7.9393344
ENSG00000003436	TFPI	213258_at	10.297019	10.6943655	10.837275	10.356454	10.094888	10.810701
ENSG00000003509	NDUFAF7	220943_s_at	4.026322	4.0042653	4.2549405	4.1451216	4.250471	4.2258034
ENSG00000003509	NDUFAF7	223560_s_at	7.5748644	7.7442374	7.9133563	7.5992217	7.445151	7.761088
ENSG00000003509	NDUFAF7	230379_x_at	5.125912	5.0215573	4.882311	5.029983	4.9089985	5.0128627
ENSG00000003756	RBM5	201394_s_at	9.36182	9.049582	8.984596	9.306041	9.327474	8.817732
ENSG00000003756	RBM5	201395_at	9.497764	9.224412	9.463596	9.556656	9.461097	9.35343
ENSG00000003756	RBM5	209936_at	5.4070463	4.1846004	3.9921288	4.9878755	5.0636663	4.552164
ENSG00000003756	RBM5	230742_at	5.2163873	4.317407	4.591226	4.8213496	4.5476575	4.373854
ENSG00000003987	MTMR7	215793_at	3.3391728	3.375798	3.2991061	3.2553608	3.1849086	3.3468049
ENSG00000003987	MTMR7	243804_at	3.5455787	3.5629964	4.0809917	3.3320096	3.2976787	3.943859
ENSG00000003989	SLC7A2	207626_s_at	3.8429236	4.8610196	4.931981	4.370552	4.007371	4.453045
ENSG00000003989	SLC7A2	225516_at	9.655558	10.593898	10.658281	9.654699	9.576066	10.664239
ENSG00000004139	SARM1	213257_at	4.5492606	4.7217226	4.482677	4.4673367	4.8103485	4.785242
ENSG00000004139	SARM1	213259_s_at	5.514611	5.333228	5.578868	5.4659476	6.054811	5.7523484
ENSG00000004139	SARM1	234060_at	4.520027	4.1395407	4.2563186	4.0660124	4.0058956	4.1897745
ENSG00000004142	POLDIP2	217806_s_at	8.465386	9.038859	8.838517	8.74942	8.803195	8.88642
ENSG00000004142	POLDIP2	222425_s_at	9.416763	9.851693	9.770726	9.637221	9.794349	9.688284
ENSG00000004399	PLXND1	212235_at	8.509263	7.555035	7.534965	8.534234	8.654695	7.110425
ENSG00000004399	PLXND1	38671_at	8.644074	7.5725837	7.598748	8.834516	8.748082	7.4362
ENSG00000004455	AK2	205996_s_at	7.4857864	7.9520054	7.8511953	7.450119	7.4564514	7.7083287
ENSG00000004455	AK2	212172_at	4.9336214	4.858035	5.117575	5.1281376	4.7282987	4.7826104
ENSG00000004455	AK2	212173_at	7.470853	7.483832	7.4489737	7.38013	7.635754	7.533165
ENSG00000004455	AK2	212174_at	7.8874574	8.54624	8.461336	8.231596	7.896967	8.327131
ENSG00000004468	CD38	205692_s_at	3.5575864	3.9953146	3.844712	3.9872282	3.9983306	3.9661086
ENSG00000004478	FKBP4	1560303_at	3.580026	3.875872	4.17289	3.684627	3.8964276	4.2287874
ENSG00000004478	FKBP4	1560305_x_at	3.9910636	4.0718746	4.1449556	3.8764346	3.8397982	4.0825076
ENSG00000004478	FKBP4	200894_s_at	7.453745	8.538168	8.378994	7.591131	7.5882907	8.161378
ENSG00000004478	FKBP4	200895_s_at	9.020357	10.109928	9.867343	9.22788	9.281527	9.874975
ENSG00000004487	KDM1A	212348_s_at	9.174557	9.258174	9.11643	9.236434	9.449919	9.065904
ENSG00000004534	RBM6	201967_at	8.352619	8.43825	8.263931	8.566411	8.418043	8.284099
ENSG00000004660	CAMKK1	1552768_at	5.025297	5.0178423	5.2424684	5.3831325	5.5668864	5.4412146
ENSG00000004660	CAMKK1	223460_at	6.5536237	6.511624	6.4017544	6.503646	6.999227	6.5593185
ENSG00000004700	RECQL	210568_s_at	7.1329823	7.006798	7.16778	7.3973556	6.703107	6.958865
ENSG00000004700	RECQL	212917_x_at	7.665885	7.7415485	8.125829	7.8476195	7.186771	7.965066
ENSG00000004700	RECQL	212918_at	8.5366955	8.503863	8.981223	8.571417	8.499598	8.761918
ENSG00000004766	VPS50	1554216_at	3.071924	3.0524464	3.1158078	3.0202246	2.9862123	2.974713
ENSG00000004766	VPS50	1554217_a_at	3.678554	4.0350003	3.7635117	3.6165056	3.3916163	3.760125
ENSG00000004766	VPS50	207045_at	3.6419475	3.9162118	4.083908	3.490394	3.3530524	3.9190242
ENSG00000004766	VPS50	226031_at	8.608958	8.8701935	9.023371	8.547152	8.590641	8.97119
ENSG00000004776	HSPB6	214767_s_at	4.1831822	4.039553	4.0356436	3.9526334	3.9650557	4.1533895
ENSG00000004776	HSPB6	226304_at	4.1220922	4.259815	3.945245	4.0791516	4.0875244	4.179852
ENSG00000004777	ARHGAP33	213827_at	6.908423	5.8084836	6.0764813	6.84374	6.5996647	5.822949
ENSG00000004777	ARHGAP33	215256_x_at	6.9042664	6.822162	6.5924315	6.7906547	6.883862	6.771127
ENSG00000004777	ARHGAP33	233885_at	4.6332383	4.866504	4.653422	4.569956	4.615609	4.8281074
ENSG00000004779	NDUFAB1	202077_at	10.879679	11.677314	11.506512	10.929657	11.105873	11.531543
ENSG00000004799	PDK4	1562321_at	2.9708421	3.0477657	3.0729063	3.2252042	3.1746545	3.1945844
ENSG00000004799	PDK4	205960_at	3.5954518	3.3353205	3.370531	3.5938377	3.336833	3.3948653
ENSG00000004799	PDK4	225207_at	3.333014	3.6342857	3.9228668	3.5933208	3.490214	3.9544413
ENSG00000004809	SLC22A16	232232_s_at	3.790138	3.7768764	3.4548686	3.6334171	3.705825	3.8144245
ENSG00000004809	SLC22A16	232233_at	3.1729512	3.5063958	3.1812139	3.186059	3.0782278	3.2756252
ENSG00000004838	ZMYND10	216663_s_at	4.779958	3.9144225	3.793303	4.414529	4.2028365	4.105744
ENSG00000004846	ABCB5	1555371_at	4.31039	4.4197116	4.424654	4.4225864	4.284925	4.4197116
ENSG00000004846	ABCB5	1569072_s_at	3.485994	3.2992876	3.5269837	3.6967723	3.580838	3.4496756
ENSG00000004846	ABCB5	240717_at	3.051525	3.0304139	3.0985034	3.064528	3.0905848	3.042606
ENSG00000004846	ABCB5	243167_at	3.4019327	3.176477	3.2971597	3.3021383	3.2565038	3.370765
ENSG00000004848	ARX	238878_at	3.8655233	3.6927876	3.383311	3.75288	4.154982	3.6572237
ENSG00000004864	SLC25A13	203775_at	9.001755	10.395615	10.58662	9.094149	8.870969	10.454124
ENSG00000004864	SLC25A13	229061_s_at	6.7078567	7.9538918	7.8634505	6.9682856	6.533793	7.697819
ENSG00000004866	ST7	207524_at	6.746898	7.5112514	7.131005	6.6649523	6.8066864	7.134289
ENSG00000004866	ST7	207871_s_at	7.073791	7.543418	7.69324	7.527431	7.173415	7.620319
ENSG00000004897	CDC27	217878_s_at	7.205334	6.68408	6.460412	6.9971194	7.0443773	6.568495
ENSG00000004897	CDC27	217879_at	8.579526	8.377738	8.723875	8.521828	8.193032	8.536518
ENSG00000004897	CDC27	217880_at	8.116583	7.8498464	8.16411	8.150444	8.08676	8.11652
ENSG00000004897	CDC27	217881_s_at	8.57372	8.358299	8.304292	8.579587	8.508643	8.330317
ENSG00000004939	SLC4A1	1552713_a_at	3.5282927	3.6147964	3.44773	3.415707	3.4023817	3.6239765
ENSG00000004939	SLC4A1	205592_at	5.9041386	6.017319	5.733242	5.825301	5.7767115	5.816042
ENSG00000004948	CALCR	207886_s_at	3.2082772	3.3001177	3.2082772	3.243727	3.093634	3.278504
ENSG00000004948	CALCR	207887_s_at	3.7450306	4.241628	3.9165504	3.697263	3.961411	3.9969578
ENSG00000004961	HCCS	203745_at	7.3248186	7.199368	7.276881	7.27906	6.9518013	7.2999883
ENSG00000004961	HCCS	203746_s_at	8.420872	8.586507	8.619134	8.416775	8.472994	8.547394
ENSG00000004975	DVL2	218759_at	7.521234	7.784758	7.6640344	7.86403	7.983533	7.622125
ENSG00000004975	DVL2	57532_at	8.641246	8.748879	8.736243	8.921666	8.910691	8.606694
ENSG00000005001	PRSS22	205847_at	5.879077	5.990005	5.8737874	6.208885	5.9899993	5.7719
ENSG00000005007	UPF1	208947_s_at	6.5268865	6.9786325	6.7955427	6.8153257	6.938686	6.697471
ENSG00000005007	UPF1	211168_s_at	8.663572	8.697608	8.593809	8.776591	8.761614	8.396582
ENSG00000005020	SKAP2	204361_s_at	8.398164	8.097024	8.229995	8.714711	8.416775	8.045609
ENSG00000005020	SKAP2	204362_at	10.74754	10.506043	10.722538	11.02718	10.884037	10.598295
ENSG00000005020	SKAP2	216899_s_at	8.880904	8.641143	8.751785	9.128595	8.915269	8.648212
ENSG00000005020	SKAP2	225639_at	10.0494795	9.595803	9.722228	10.167945	9.913031	9.678153
ENSG00000005022	SLC25A5	200657_at	12.238282	12.226544	12.250568	12.202444	12.259473	12.211718
ENSG00000005059	CCDC109B	218802_at	7.9174557	4.0926847	4.0027614	8.597647	8.393088	4.548131
ENSG00000005073	HOXA11	208493_at	4.4067025	4.208829	4.4254417	4.2768636	4.8627787	4.123114
ENSG00000005073	HOXA11	213823_at	4.5167265	4.638062	4.3723955	4.854009	5.060525	4.3722544
ENSG00000005100	DHX33	222875_at	10.005947	9.962421	9.995818	9.854229	10.128874	10.004214
ENSG00000005100	DHX33	226262_at	7.8511815	8.071273	8.001505	7.570224	8.032718	8.211725
ENSG00000005102	MEOX1	205619_s_at	3.7844048	4.0050106	3.7856357	3.4847364	3.827692	3.757359
ENSG00000005108	THSD7A	213894_at	7.344295	4.4134374	4.5247483	6.93418	6.5013304	4.2415695
ENSG00000005108	THSD7A	214920_at	7.0367804	4.2326803	4.855212	6.962835	6.1111784	4.6164956
ENSG00000005108	THSD7A	229159_at	3.4842474	2.677609	2.9446683	3.6815464	3.3478436	2.7664142
ENSG00000005108	THSD7A	230008_at	6.515435	4.1349535	3.7785213	6.3204	6.39652	4.031873
ENSG00000005156	LIG3	1554597_at	7.327119	7.6210394	7.449036	7.1569242	7.1991744	7.6841364
ENSG00000005156	LIG3	1554599_x_at	7.447506	7.8209734	7.9332376	7.482999	7.5508666	7.7618885
ENSG00000005156	LIG3	1555169_at	3.11758	3.230005	3.5715258	3.0623791	3.3510323	2.9957778
ENSG00000005156	LIG3	204123_at	7.051508	7.3384137	7.44585	7.126408	7.1374054	7.21149
ENSG00000005156	LIG3	207348_s_at	6.103344	6.7692165	6.341146	6.214271	6.561199	6.2798667
ENSG00000005156	LIG3	229861_at	5.501873	6.7153172	6.7354484	5.5300217	5.166449	6.7992883
ENSG00000005156	LIG3	237919_at	6.0442185	6.8709927	7.365546	5.9695435	6.212511	7.2698727
ENSG00000005175	RPAP3	1557984_s_at	6.706569	6.4876575	6.640021	6.8177075	6.632383	6.5465655
ENSG00000005175	RPAP3	218842_at	7.7182903	7.601023	7.771752	7.6695123	7.1889486	7.742873
ENSG00000005187	ACSM3	205942_s_at	4.7331457	4.5016403	4.1465716	4.752371	4.5230613	4.4776945
ENSG00000005187	ACSM3	210377_at	5.257575	4.3039203	4.631061	4.896222	5.193035	4.5837746
ENSG00000005189	AC004381.6	208107_s_at	6.6494493	6.537563	6.5138087	6.4160824	6.5594635	6.5267544
ENSG00000005189	AC004381.6	215215_s_at	6.207554	6.310336	6.420024	6.2280045	6.5299993	6.0902367
ENSG00000005194	CIAPIN1	208424_s_at	7.311863	8.042848	8.195138	7.73362	7.5332885	8.188721
ENSG00000005194	CIAPIN1	208968_s_at	9.047708	9.603555	9.559217	9.0563965	9.144817	9.497146
ENSG00000005194	CIAPIN1	230838_s_at	3.6670158	3.251828	3.7317443	3.5218594	3.3875334	3.56224
ENSG00000005206	SPPL2B	215833_s_at	6.8465815	6.666181	6.7072225	7.3893747	7.170973	6.67678
ENSG00000005206	SPPL2B	225248_at	7.540209	7.5514584	7.5067782	7.664646	7.5617437	7.4655232
ENSG00000005206	SPPL2B	225249_at	6.882456	6.5444775	6.321749	6.7921176	6.851616	6.1408567
ENSG00000005238	FAM214B	207765_s_at	6.114622	5.8605103	5.4793043	6.165966	6.298322	5.6147833
ENSG00000005238	FAM214B	211433_x_at	6.32078	6.287645	6.403816	6.5004563	6.749927	6.562903
ENSG00000005243	COPZ2	219561_at	6.6272326	5.9681387	5.74625	6.311291	6.890026	5.804189
ENSG00000005243	COPZ2	235897_at	4.1221943	4.056862	4.116687	3.8911643	4.0910106	4.2869515
ENSG00000005249	PRKAR2B	203680_at	3.5423255	3.4841633	3.7205875	3.6262164	3.6830254	3.6497433
ENSG00000005302	MSL3	207551_s_at	6.7807736	6.5035195	6.451415	6.7760096	6.630311	6.4415975
ENSG00000005302	MSL3	214009_at	5.677214	5.419389	5.3633075	5.495662	5.508874	5.243395
ENSG00000005302	MSL3	236165_at	4.1116586	3.9291441	4.035614	4.0578303	4.175809	3.811727
ENSG00000005339	CREBBP	202160_at	9.057593	8.907403	9.1996355	8.76142	8.800171	9.186954
ENSG00000005339	CREBBP	211808_s_at	4.2742324	4.6516433	4.3385444	4.4000964	4.7655563	4.0429573
ENSG00000005339	CREBBP	228177_at	6.8056073	6.7860775	6.8104486	6.949757	7.0250807	6.915479
ENSG00000005379	BZRAP1	205839_s_at	6.444587	5.6065316	5.3559794	6.158247	7.2157784	5.4842505
ENSG00000005381	MPO	203948_s_at	3.784942	3.907777	3.7539754	3.7254486	4.265932	3.961543
ENSG00000005381	MPO	203949_at	4.3249207	4.2770786	4.1827803	4.285785	4.3739147	4.1195974
ENSG00000005421	PON1	206344_at	3.3380063	3.6530364	3.6114151	3.464581	3.3705976	3.6508656
ENSG00000005421	PON1	206345_s_at	3.7173069	3.9186597	3.8331504	4.1166134	3.957122	4.07244
ENSG00000005436	GCFC2	210175_at	6.2073646	6.088615	6.2494483	6.3004265	6.0281143	6.139218
ENSG00000005436	GCFC2	216305_s_at	8.688312	8.779245	8.864183	8.746575	8.64428	8.751426
ENSG00000005448	WDR54	225898_at	6.788826	5.2066717	4.941139	6.7317696	6.609965	4.96773
ENSG00000005469	CROT	204573_at	7.48098	7.3916655	7.661249	7.422567	7.1373873	7.477969
ENSG00000005469	CROT	231102_at	3.8067622	4.6730404	5.0515823	4.188181	4.3003163	4.547842
ENSG00000005471	ABCB4	1570505_at	3.8560064	4.8003526	5.3907247	3.5962956	4.224677	5.381375
ENSG00000005471	ABCB4	207819_s_at	6.4072986	8.131004	8.220353	6.3335247	6.2930136	8.217703
ENSG00000005483	KMT2E	223189_x_at	8.123032	8.607619	8.709711	8.136537	7.947715	8.66342
ENSG00000005483	KMT2E	223190_s_at	8.38947	8.899357	9.047337	8.298228	8.168389	8.877268
ENSG00000005483	KMT2E	226100_at	5.992737	6.747017	7.1401277	5.847129	5.188865	7.261514
ENSG00000005483	KMT2E	238552_at	3.2711442	3.7700827	3.5484927	3.4576416	3.4767058	3.6242006
ENSG00000005486	RHBDD2	222995_s_at	8.493397	9.287422	9.154075	8.604656	8.804367	9.0860615
ENSG00000005486	RHBDD2	232053_x_at	7.89053	8.557708	8.392112	8.011663	8.125888	8.259416
ENSG00000005513	SOX8	226913_s_at	3.6449318	3.8269336	3.840696	3.9291441	3.8085077	3.6738408
ENSG00000005700	IBTK	210970_s_at	9.270306	8.782889	9.106728	9.289388	8.87394	9.121304
ENSG00000005801	ZNF195	204234_s_at	8.989775	9.352531	9.354633	9.072576	8.84866	9.366857
ENSG00000005810	MYCBP2	1557370_s_at	7.247142	7.016998	7.0636544	7.038702	6.9285555	7.327386
ENSG00000005810	MYCBP2	201959_s_at	8.364101	8.109984	8.255403	7.821151	7.867875	8.433721
ENSG00000005810	MYCBP2	201960_s_at	8.39554	8.254147	8.2197895	8.015574	7.793604	8.2584095
ENSG00000005812	FBXL3	225132_at	9.404595	8.868941	9.079618	9.431505	9.137021	8.939129
ENSG00000005812	FBXL3	235608_at	4.168229	4.212094	4.1097164	4.1095676	4.0104613	4.068306
ENSG00000005844	ITGAL	1554240_a_at	4.019793	4.191505	3.9688387	4.192641	3.9749162	3.8603044
ENSG00000005844	ITGAL	213475_s_at	4.9716682	5.1002183	4.995834	4.9801626	5.05283	5.115632
ENSG00000005882	PDK2	202590_s_at	7.34157	7.1381164	6.950255	7.569101	7.6024027	6.8040624
ENSG00000005882	PDK2	213724_s_at	6.8759656	6.63925	6.3886204	6.9914885	7.141488	6.5694227
ENSG00000005889	ZFX	207920_x_at	7.107859	6.8275414	7.3151016	6.615858	6.8477345	6.935794
ENSG00000005889	ZFX	214678_x_at	6.98979	7.1889486	7.31191	6.927699	6.640784	7.423861
ENSG00000005889	ZFX	217176_s_at	3.3578315	3.4217691	3.8895607	3.6607022	3.803414	3.662907
ENSG00000005889	ZFX	229022_at	6.5987525	7.190181	7.4666557	6.6097827	6.824033	7.190181
ENSG00000005893	LAMP2	200821_at	9.093804	9.7502165	9.91305	9.139323	9.040157	9.816309
ENSG00000005893	LAMP2	203041_s_at	9.170139	9.757655	9.78527	9.26775	9.258315	9.67914
ENSG00000005893	LAMP2	203042_at	8.941058	9.366826	9.495278	9.157588	8.933921	9.485059
ENSG00000005961	ITGA2B	206493_at	7.563886	6.0028267	6.0298605	7.23277	7.3657146	6.2642317
ENSG00000005961	ITGA2B	206494_s_at	4.9044075	3.8586273	4.173407	5.8053493	5.4148803	3.823219
ENSG00000005961	ITGA2B	216956_s_at	5.8138065	4.618366	4.8736405	6.1529236	6.0744944	5.036875
ENSG00000005981	ASB4	208481_at	3.0818102	3.1093793	3.3276527	3.3480344	3.2481263	3.2482767
ENSG00000005981	ASB4	217228_s_at	3.375459	3.414483	3.3844423	3.0942364	3.4735534	3.1400824
ENSG00000005981	ASB4	235619_at	3.689614	3.6280928	3.7707725	3.4932735	3.6089528	3.7144406
ENSG00000005981	ASB4	237720_at	3.1968226	3.430147	3.259742	3.4462225	3.4055085	3.2646089
ENSG00000005981	ASB4	237721_s_at	3.1437523	3.259857	3.285112	3.2046056	3.2292857	3.5216014
ENSG00000006007	GDE1	202593_s_at	9.596956	9.173039	9.211634	9.673569	9.618459	9.085787
