Gene ID	Gene Name	Design Element	D20_C	pU62_B	pU62_C	D20_A	D20_B	pU62_A
ENSG00000247903	RP11-421F16.3	1563898_at	3.4616451	3.68532	3.5334065	3.5212054	3.5259237	3.5629964
ENSG00000247934	RP11-967K21.1	1570572_at	3.2424302	3.539874	3.4979444	3.6254377	3.7302911	3.4835622
ENSG00000247934	RP11-967K21.1	240518_at	4.042833	3.9709198	3.9291441	4.0383115	4.042463	4.054804
ENSG00000247950	SEC24B-AS1	1569713_at	3.1462471	3.3255887	3.3766897	3.313496	3.2765796	3.4677448
ENSG00000247970	RP11-543C4.1	1559237_a_at	5.1277227	5.0249166	4.950014	4.9184384	4.969653	4.839974
ENSG00000247982	LINC00926	230245_s_at	4.0543065	4.4447923	4.2368774	4.2147465	4.3668942	4.1433406
ENSG00000247982	LINC00926	230648_at	5.990912	6.2899437	5.904798	5.8206153	6.167008	6.021147
ENSG00000247993	FOXD1-AS1	213972_at	5.0445833	5.0672565	4.878608	5.138881	5.041148	5.1471214
ENSG00000248008	NRAV	227437_at	6.0824685	5.7586374	5.544545	6.1787167	6.0180626	5.47898
ENSG00000248019	FAM13A-AS1	1558711_at	3.8801708	4.1692805	4.1604524	4.207003	4.3702273	4.020477
ENSG00000248049	UBA6-AS1	1556992_at	3.9027917	4.021294	4.5010724	4.0469575	3.9071946	4.2109947
ENSG00000248079	DPH6-AS1	240523_at	3.4129827	3.2178652	3.4477062	3.230217	3.1540623	3.3042362
ENSG00000248092	NNT-AS1	1558801_at	8.635699	7.7558837	8.102348	8.685137	8.217677	8.123998
ENSG00000248099	INSL3	1553594_a_at	4.7943316	4.9518127	4.851705	4.8716	4.982491	5.1767974
ENSG00000248099	INSL3	214400_at	3.976339	3.9158163	3.9322667	3.8751783	4.262261	3.9269545
ENSG00000248099	INSL3	214572_s_at	3.8530276	3.8339796	3.8901372	3.6434512	3.781372	3.9189475
ENSG00000248115	RP11-752D24.2	1560383_at	2.8877475	3.0735056	3.0795848	3.0355198	3.0492427	2.8920312
ENSG00000248115	RP11-752D24.2	1560384_a_at	3.607334	3.880746	3.7023954	3.5956876	3.7060509	3.7440603
ENSG00000248115	RP11-752D24.2	1561314_at	3.9006224	3.9843795	4.073604	3.6718783	3.8089166	4.1556673
ENSG00000248115	RP11-752D24.2	241218_at	3.2484887	3.3057628	3.129993	3.1192563	3.1498468	3.0714688
ENSG00000248118	LINC01019	1561251_at	3.1827629	3.2472515	3.3612363	3.3092353	3.2891855	3.379792
ENSG00000248124	RRN3P1	221714_s_at	3.8971162	4.1622353	3.9515758	3.6883943	3.901224	4.086022
ENSG00000248150	RP1-167G20.1	1562597_at	3.610003	3.614413	3.7018414	3.6473904	3.3055258	3.6417181
ENSG00000248161	RP11-499E18.1	222376_at	5.186857	4.381034	4.680103	4.950811	4.4956956	4.6345596
ENSG00000248165	RP11-44F21.2	241124_at	3.0335028	3.1837008	3.0400043	3.1009195	3.0907207	3.2358277
ENSG00000248176	RP11-472K22.1	1561608_at	4.1328716	3.8726318	3.746573	4.1488285	3.7631235	3.8074045
ENSG00000248184	RP11-231C18.1	237696_at	3.427217	4.0175176	3.685613	3.2605915	3.5666556	3.8756094
ENSG00000248197	LINC00290	1556099_at	3.13167	3.2323992	3.2043245	3.1865568	3.2520578	3.2417276
ENSG00000248210	RP11-24I21.1	1561305_at	3.9875603	3.8422983	4.1061935	4.015178	4.1020007	3.9130018
ENSG00000248222	CTB-174D11.1	239974_at	4.0896535	4.3105626	4.2765803	3.860948	3.8757706	3.9890096
ENSG00000248228	SLIT2-IT1	241432_at	3.2484887	3.276258	3.336833	3.2681386	3.2237206	3.2792683
ENSG00000248265	FLJ12825	1557296_at	3.4236674	3.8353975	3.3513641	3.4493456	3.557552	3.6582766
ENSG00000248275	TRIM52-AS1	228664_at	7.9985604	8.353126	8.131545	8.073334	8.290064	8.102079
ENSG00000248307	LINC00616	1561098_at	3.0099885	3.2922456	3.0041013	3.1968033	3.0551739	3.0243812
ENSG00000248309	MEF2C-AS1	233522_at	3.7092454	3.7280135	3.8468604	3.8373935	4.0464187	3.6188788
ENSG00000248318	RP11-713M15.1	1560449_at	3.7070851	3.7319505	3.680232	3.48086	3.5390377	3.7567427
ENSG00000248329	APELA	1559280_a_at	3.0680845	3.2162666	3.6490116	3.2649643	3.155914	3.2813802
ENSG00000248339	RP11-717H13.1	234773_x_at	3.8239284	3.9047546	3.7465405	3.6976106	3.7664912	3.7987132
ENSG00000248360	LINC00504	1553882_at	3.370531	3.1629808	3.303563	3.2435598	3.4796865	3.3411396
ENSG00000248383	PCDHAC1	1553235_at	4.1633306	4.014719	3.7658038	3.9926622	3.9717433	3.8634999
ENSG00000248383	PCDHAC1	1553237_x_at	3.477743	3.4605017	3.3905354	3.5038817	3.8744814	3.6089072
ENSG00000248391	CTD-2010I22.2	241945_at	5.0074325	5.3811264	5.3737483	4.967593	5.0871186	5.248067
ENSG00000248401	RP11-576N17.3	238255_at	4.7814755	5.3573422	5.4715633	4.886078	5.456523	5.4026184
ENSG00000248441	LINC01197	1562901_at	3.504369	3.1772776	3.235855	3.2613852	3.4092085	3.42799
ENSG00000248461	CTD-2207A17.1	1560716_at	3.3170385	3.6165848	3.4710486	3.1535735	2.9396203	3.331383
ENSG00000248464	FGF10-AS1	1562691_at	3.4159784	3.539874	3.2937074	3.2834427	3.5914018	3.3385172
ENSG00000248476	BACH1-IT1	234315_at	3.75515	3.7723408	3.9501202	3.929532	4.1923556	3.9088662
ENSG00000248483	POU5F2	1553325_at	3.8781826	4.1162543	3.384113	4.031817	4.109503	3.9418433
ENSG00000248485	PCP4L1	241382_at	3.5200815	3.5577497	3.4999185	3.456373	3.476536	3.3648007
ENSG00000248486	RP1-137K24.1	233680_at	3.0780277	3.4742858	3.3781798	3.2332711	3.2484887	3.2727702
ENSG00000248487	ABHD14A	210006_at	7.2261777	7.287276	7.1682343	7.452164	7.331756	7.159842
ENSG00000248505	RP11-319E12.1	1570262_at	4.0113764	3.7379684	3.7651227	3.7613566	3.728366	3.6111875
ENSG00000248529	RP11-2O17.2	1556916_a_at	3.7383292	3.746422	3.516458	3.451293	3.5216699	3.7112005
ENSG00000248529	RP11-2O17.2	1562630_at	3.3822806	3.5440476	3.5178373	3.5985992	3.3233345	3.622428
ENSG00000248540	RP11-247C2.2	1560723_at	3.402714	3.4554138	3.0614455	2.9498124	3.1763828	3.1005847
ENSG00000248546	ANP32C	208538_at	3.4150932	3.4655645	3.4016514	3.6232493	3.7783341	3.699225
ENSG00000248550	OTX2-AS1	1561319_at	3.0548062	3.23309	3.2929819	3.1573284	3.1886687	3.2683175
ENSG00000248555	LINC01339	241327_at	4.2032766	4.428403	4.21658	4.260211	4.3055167	4.4681163
ENSG00000248572	EGFLAM-AS2	1556740_at	3.9357278	3.7351346	3.5619586	3.7976167	3.9358377	3.7486856
ENSG00000248572	EGFLAM-AS2	240225_at	3.2024524	3.3280916	3.4448557	3.4217691	3.361491	3.5334065
ENSG00000248576	RP11-834C11.8	240346_at	3.784947	3.6394956	3.6194625	3.6101134	3.8468065	3.5602133
ENSG00000248596	RP11-844P9.2	1570445_a_at	3.9013343	3.568003	3.5226247	3.7153084	3.9067442	3.731651
ENSG00000248624	RP11-5N11.2	241187_at	5.0681305	5.037708	5.0984316	4.7810802	5.02791	5.098386
ENSG00000248632	RP11-366M4.11	238990_x_at	3.1781156	3.1143513	3.1203635	3.146396	3.156826	3.0485518
ENSG00000248636	RP11-768F21.1	237421_at	3.5084012	3.8499684	4.04862	3.8029711	4.061319	4.0062423
ENSG00000248663	LINC00992	239319_at	5.424424	5.318896	5.132024	5.5644875	5.2254295	4.6918073
ENSG00000248682	ARHGAP22-IT1	1556459_at	3.2136672	3.167177	3.2251377	3.0292037	3.248948	3.2844548
ENSG00000248682	ARHGAP22-IT1	1556460_a_at	3.7567012	3.6929362	3.4285736	3.64217	3.7743483	3.5392323
ENSG00000248698	LINC01085	240167_at	3.1314352	3.2293746	3.3010545	3.032914	3.14305	3.2134092
ENSG00000248712	CCDC153	240293_at	4.130512	4.062808	3.7483003	4.0592055	4.616321	3.8502774
ENSG00000248713	RP11-766F14.2	236523_at	3.1886647	3.062025	3.1723864	3.1184359	3.1317968	2.942417
ENSG00000248724	NPHP3-AS1	1556887_at	3.7124312	3.5243032	3.4812708	3.6006773	3.637623	3.791093
ENSG00000248724	NPHP3-AS1	1569882_at	3.490317	3.2940485	3.1191454	3.1142	3.4618938	3.3159552
ENSG00000248730	EGFLAM-AS4	1570163_at	3.0968177	3.3392951	3.2669995	3.3658283	3.2589648	3.3509698
ENSG00000248746	ACTN3	206891_at	4.866843	4.558102	4.506597	4.493433	4.824918	4.8589935
ENSG00000248762	RP11-31K23.2	1564772_at	2.946599	3.016696	2.957242	3.0855799	2.9373522	2.957242
ENSG00000248771	LINC01207	238103_at	7.3288913	7.564129	7.3778405	7.2423296	7.169492	7.374269
ENSG00000248791	CTD-2165H16.3	237544_at	3.370531	3.297933	3.2667837	3.4574397	3.2306302	3.2010405
ENSG00000248801	C8orf34-AS1	1556421_at	2.9364424	3.0343544	3.0967026	2.9817317	3.1047003	2.9702168
ENSG00000248809	LINC01095	240685_at	3.3849368	3.5508811	3.4872231	3.1496506	3.1615303	3.3898869
ENSG00000248840	RP11-357G3.2	1562201_x_at	3.4798653	3.2325609	3.4392092	3.5479712	3.350375	3.4798653
ENSG00000248843	RP11-357G3.1	234365_at	4.4043355	4.8722687	4.6636825	4.348517	4.6851506	4.4579377
ENSG00000248844	RP11-626H12.3	1561446_at	4.170008	4.3219304	4.3752027	3.997628	4.0897183	4.2531977
ENSG00000248846	CTD-2016O11.1	1561806_at	3.7418754	3.5958169	3.6584785	3.4301977	3.8892722	3.8033414
ENSG00000248848	PPBPP2	208346_at	3.36527	3.2019782	3.276258	3.4295363	3.2751691	3.359466
ENSG00000248866	USP46-AS1	235667_at	4.158451	4.019907	3.9435947	4.0458965	4.0055532	4.4719067
ENSG00000248869	RP11-138I17.1	243844_at	2.9723735	3.032114	3.120872	3.0808966	2.8621147	3.007505
ENSG00000248872	RP11-344G13.1	1561228_at	3.8646226	4.197599	3.5714343	3.9429252	4.333129	4.161056
ENSG00000248874	C5orf17	1552954_at	3.4687924	3.926279	3.393929	3.4053915	3.592599	3.6319141
ENSG00000248890	HHIP-AS1	236632_at	4.747618	4.9048533	5.2249823	4.908473	4.7480025	4.9651856
ENSG00000248905	FMN1	1563559_at	3.3575013	3.3973906	3.2732265	3.474941	3.3973906	3.2789893
ENSG00000248905	FMN1	1570156_s_at	3.8643332	3.6333487	3.8832018	3.6561184	3.9546795	4.0342865
ENSG00000248905	FMN1	238621_at	4.4273524	4.2026753	3.9959788	3.9767818	3.989813	3.8181167
ENSG00000248908	RP11-730N24.1	1557008_at	5.077041	5.58796	5.2279506	5.1579823	5.3464437	5.3354683
ENSG00000248908	RP11-730N24.1	1557009_a_at	3.1019886	3.3280292	3.0905087	3.053799	2.8339086	2.9275649
ENSG00000248932	RP11-319G6.1	230334_at	6.245946	5.9059515	5.706802	6.2024345	6.2386827	5.7604637
ENSG00000248975	CTD-2251F13.1	1569846_at	3.4159784	3.443445	3.60232	3.5902927	3.6720338	3.8387063
ENSG00000249001	RP11-742B18.1	237682_at	3.1214228	3.1026607	3.132584	3.1330638	3.087939	3.028462
ENSG00000249026	CTNNAP1	217366_at	4.0309615	4.095728	4.036319	4.0089965	4.0889997	4.2538652
ENSG00000249035	CTB-113P19.1	1561413_at	4.2596006	4.2473474	4.160792	4.0619836	4.014227	4.109843
ENSG00000249082	C5orf66-AS1	236444_x_at	3.7582133	3.823857	3.5397558	3.6915512	3.5013433	3.6167896
ENSG00000249087	ZNF436-AS1	229086_at	5.4831686	5.2319	5.6587834	5.504312	5.4985023	5.5963044
ENSG00000249106	RP11-806K15.1	1560282_at	3.2748904	3.4014313	3.166187	3.2861521	3.4742858	3.1214228
ENSG00000249115	HAUS5	213053_at	7.317545	7.215077	7.190559	7.2831306	7.3355474	6.957333
ENSG00000249115	HAUS5	213054_at	6.7650247	6.668981	6.7100563	6.831768	6.2918806	6.6274242
ENSG00000249115	HAUS5	36888_at	7.681706	7.554391	7.6187725	7.6411433	7.3624206	7.7316136
ENSG00000249163	CTD-3028N15.1	241322_at	4.998895	5.2683277	4.934042	5.0813274	5.284465	5.068988
ENSG00000249173	LINC01093	1559573_at	3.2488847	3.1367586	3.0660427	3.31465	2.9520636	3.0915642
ENSG00000249196	RP11-669N7.2	1561757_a_at	3.5421999	3.1908243	3.4399402	3.382486	3.4349525	3.3562906
ENSG00000249196	RP11-669N7.2	1569454_a_at	3.5989738	3.2090976	3.3762875	3.248359	3.0884376	3.3315272
ENSG00000249201	CTD-3080P12.3	1558402_at	4.1789227	4.3776574	4.4981813	4.3762374	4.3968444	4.5076513
ENSG00000249231	CASC16	238211_at	3.5886855	3.7068236	3.6967378	3.573375	3.7242126	3.808586
ENSG00000249242	TMEM150C	229623_at	6.283785	3.8908746	4.245804	6.9959683	6.589207	3.9860845
ENSG00000249242	TMEM150C	231923_at	5.4709415	4.712419	5.0610156	5.4242043	5.3164296	4.7017584
ENSG00000249267	LINC00939	216209_at	3.875863	3.8003929	3.875028	3.8432155	3.84425	3.8748286
ENSG00000249307	LINC01088	1560890_at	2.8750494	2.9754074	2.865929	2.8632398	2.910478	2.907789
ENSG00000249307	LINC01088	1560891_a_at	3.59915	3.6364148	3.399727	3.5938377	3.600868	3.583335
ENSG00000249307	LINC01088	230781_at	3.3000188	3.3551085	3.1796138	3.2315724	3.447646	3.0992963
ENSG00000249326	CTD-2194D22.4	1562811_at	3.3312624	2.9688344	2.9036865	2.9823487	3.3287416	3.173889
ENSG00000249328	RP11-26J3.1	1562621_at	3.9447649	4.0002947	3.8994405	3.812714	3.9170427	3.8247454
ENSG00000249343	LINC01333	1560565_at	3.2384105	3.568602	3.209449	3.2102127	3.4193587	3.3193963
ENSG00000249345	RP11-575F12.1	1561528_at	3.4160407	3.5687084	3.8644087	3.544719	3.5456064	3.7257838
ENSG00000249346	LINC01016	1556675_s_at	3.8977149	3.7889793	4.111884	3.8602579	3.9543805	4.033775
ENSG00000249346	LINC01016	1557276_at	4.5165915	4.6801276	4.504457	4.214387	4.3786564	4.8535843
ENSG00000249346	LINC01016	1557277_a_at	3.2012005	3.5719013	3.388501	3.4743607	3.2306206	3.371901
ENSG00000249349	CTC-384G19.1	1563396_x_at	2.9524636	2.8392944	2.8852694	3.0145698	3.0494711	2.864121
ENSG00000249364	RP11-434D9.1	1559321_at	4.078862	3.9374146	4.0778146	3.6836796	3.9656575	4.282623
ENSG00000249375	CASC11	1561232_at	3.6214328	3.3132193	3.526703	3.3591497	3.938237	3.6369932
ENSG00000249382	RP11-340A13.1	237391_at	3.0223446	2.9810226	2.9425864	2.9407158	2.9750764	3.0382423
ENSG00000249383	RP11-1018N14.1	1569805_at	4.355745	4.029839	3.945646	3.9492276	4.027058	3.6368876
ENSG00000249419	RP11-497K21.1	1569712_at	2.8768487	2.765074	2.9037786	2.8546212	2.9609199	2.9734583
ENSG00000249437	NAIP	204861_s_at	4.0699105	4.0070887	4.0759635	3.8412926	3.767749	3.9763672
ENSG00000249437	NAIP	238446_at	5.0342784	5.198473	5.3361487	5.0110507	5.0208344	5.032888
ENSG00000249464	LINC01091	1561096_at	3.2219336	3.5332386	3.5382073	3.2271986	3.4931183	3.495944
ENSG00000249464	LINC01091	1563462_at	5.928822	4.386204	4.5440197	5.799114	5.2592483	4.2631125
ENSG00000249471	ZNF324B	222318_at	5.247394	5.389576	5.221489	5.4456615	5.709851	5.10197
ENSG00000249476	CTD-2587M2.1	1563489_at	4.1859703	4.2645416	4.2523556	4.456957	4.253341	4.307291
ENSG00000249479	RP11-171N4.3	239514_at	3.2718291	3.2715707	3.5179415	3.0067546	3.0967515	3.1540067
ENSG00000249521	CTD-2161F6.3	1557787_at	3.2427666	3.8003929	3.0944307	3.1574733	3.186363	3.2432587
ENSG00000249550	LINC01234	1554946_at	3.2258842	3.157919	3.1751678	3.22243	3.2390027	2.9477475
ENSG00000249550	LINC01234	1564220_a_at	3.1746264	3.5485659	3.4867132	3.079075	3.188947	3.3178885
ENSG00000249584	RP11-478P10.1	1561210_at	3.2845774	3.0241964	3.199458	3.0762084	3.157406	3.214586
ENSG00000249592	RP11-440L14.1	1559528_at	3.5932646	4.007661	3.8789523	3.596718	3.5394697	3.8416684
ENSG00000249592	RP11-440L14.1	230408_at	7.635435	7.4016824	7.5846786	7.581247	7.3547897	7.3865533
ENSG00000249601	LINC01187	239420_at	3.1939552	3.4909859	3.4716	3.4651954	3.5272293	3.4300869
ENSG00000249601	LINC01187	240807_at	4.2346606	4.288501	3.754365	3.7417037	4.1115975	3.8384438
ENSG00000249604	RP11-286E11.2	216719_s_at	3.15779	3.1271172	3.125568	3.1357808	3.0856643	3.0497282
ENSG00000249618	RP11-422J15.1	1562737_at	2.9689136	3.1648653	3.241356	3.0793228	3.010313	2.9230213
ENSG00000249662	RP11-321E2.4	244269_at	3.806549	3.8380363	3.95699	3.8735266	3.7582622	3.8172328
ENSG00000249669	MIR143HG	1558828_s_at	3.2231023	3.1779175	3.1773286	3.00236	3.2539022	3.2668774
ENSG00000249669	MIR143HG	231987_at	4.90637	5.152633	4.911333	4.9047766	5.307734	4.884351
ENSG00000249673	NOP14-AS1	214123_s_at	6.0808754	6.438707	6.5467463	5.87291	6.181539	6.443896
ENSG00000249673	NOP14-AS1	214685_at	3.397108	3.3035805	3.6714547	3.342476	3.3106084	3.2744775
ENSG00000249673	NOP14-AS1	215141_at	4.9034057	4.9325976	4.740126	5.20116	4.9325976	4.8882184
ENSG00000249673	NOP14-AS1	241001_at	3.793961	3.820822	3.6551104	3.6000388	3.8732016	3.5302286
ENSG00000249695	RP11-598F7.4	1562251_a_at	3.4514298	3.488357	3.3822505	3.1088345	3.415259	3.5113978
ENSG00000249700	SRD5A3-AS1	1568615_a_at	3.4159784	3.2579057	3.2301154	3.5218594	3.2251275	3.46688
ENSG00000249713	CTD-2236F14.1	243728_at	3.3290823	3.4454322	3.3031547	3.1786115	3.265663	3.375468
ENSG00000249715	FER1L5	233353_at	4.238426	4.168763	4.25459	4.4834394	4.280491	4.127574
ENSG00000249717	RP11-44F21.3	221183_at	3.78993	3.5364106	3.7710347	3.5895486	3.6239765	3.7674735
ENSG00000249741	RP11-673E1.3	240421_x_at	3.0050943	3.3000093	3.2620668	3.5686927	3.0527048	3.0978832
ENSG00000249748	RP11-79C6.3	231284_at	4.6432943	5.056603	4.8305655	4.778661	4.6611223	4.88596
ENSG00000249751	ECSCR	227780_s_at	4.457258	4.7054114	4.295954	4.583476	5.1156616	4.576062
ENSG00000249781	CTD-2143L24.1	1561650_s_at	3.1629808	3.4079154	3.524474	3.201654	3.5880709	3.620041
ENSG00000249781	CTD-2143L24.1	1568739_at	3.431772	3.2162666	3.1094198	3.3658822	3.3366349	3.1410477
ENSG00000249816	LINC00964	236950_s_at	3.3308678	3.3525484	3.0655258	3.192005	3.2130387	3.2172973
ENSG00000249833	CCDC37-AS1	237272_at	3.4900987	3.3496537	3.4263017	3.271589	3.86806	3.610301
ENSG00000249833	CCDC37-AS1	237734_s_at	3.6181993	3.7212427	3.90022	3.7396195	4.1236863	3.8052788
ENSG00000249852	AC145676.2	1564299_at	3.3401847	3.3080578	3.4680004	3.399981	3.2484887	3.0982604
ENSG00000249853	HS3ST5	240479_at	4.434882	4.4075656	4.3851633	4.409243	4.484611	4.548187
ENSG00000249859	PVT1	1558290_a_at	6.7967124	7.1127133	6.8824596	6.8545303	6.885574	7.0593295
ENSG00000249859	PVT1	1562153_a_at	4.299952	4.3434086	4.032028	4.341165	4.6862125	4.312407
ENSG00000249859	PVT1	216240_at	4.1187077	4.054804	4.008529	3.8875418	4.012802	4.143555
ENSG00000249873	RP11-983C2.2	240268_at	2.9406414	3.2978287	3.2155614	3.293623	3.6247838	3.0232828
ENSG00000249915	PDCD6	203415_at	9.91898	9.957801	9.85197	10.0335045	10.073511	9.919245
ENSG00000249917	LINC00536	1561288_at	3.6088238	3.4695756	3.236871	3.384432	3.3209352	3.4181232
ENSG00000249923	XXbac-B444P24.8	1564109_at	3.8408542	3.9758935	3.958063	3.960129	4.0632486	3.961543
ENSG00000249937	RP11-454P21.1	1559790_at	3.5010486	3.2018905	3.2724233	3.2959297	3.3812518	3.3888235
ENSG00000249948	GBA3	219954_s_at	4.056782	4.3388953	4.483002	3.7363975	4.0206084	4.432253
ENSG00000249948	GBA3	222943_at	3.3492136	4.8888397	4.517405	3.5490756	3.8939517	4.9060717
ENSG00000249955	RP11-6E9.4	231063_at	3.040322	3.0059872	3.016956	3.1214228	3.1204696	3.1353006
ENSG00000249961	CCDC79	1553451_at	3.254352	3.6290524	3.4448066	3.4641159	3.825233	3.5538821
ENSG00000249978	TRGV7	215345_x_at	4.3356776	4.1143637	3.8888257	4.2095704	4.2332172	4.0947623
ENSG00000249988	RP11-669M16.1	241171_at	3.4792454	3.631869	3.5608954	3.2822955	3.64437	3.5486765
ENSG00000249992	TMEM158	213338_at	4.0423493	3.5296397	3.7045622	4.13541	3.8758233	3.9953146
ENSG00000249993	BFSP2-AS1	1553935_at	3.4652753	3.2471569	3.372021	3.2901092	3.3968475	3.234345
ENSG00000249993	BFSP2-AS1	1553936_a_at	4.5838733	4.210175	4.0905504	4.210175	4.3519793	4.0138164
ENSG00000250033	SLC7A11-AS1	1562253_at	3.297105	3.398442	3.4974492	3.2501457	3.037797	3.4092927
ENSG00000250041	CTD-2003C8.2	1559867_at	3.4176204	3.1917207	3.3886585	3.196157	3.206004	3.5731325
ENSG00000250056	LINC01018	1559033_at	3.767778	3.3443882	3.2707224	3.5695674	3.8453536	3.7133164
ENSG00000250062	RP11-778J15.1	1559344_at	3.5310082	3.4396188	3.3754854	3.5166166	3.3824522	3.675551
ENSG00000250067	YJEFN3	229961_x_at	5.4879074	5.5161023	5.505892	5.3743124	5.9252005	5.852835
ENSG00000250073	RP11-677M14.3	233527_at	3.8355994	3.3740408	3.2896268	3.7500088	3.825233	3.5468488
ENSG00000250075	RP11-584P21.2	1559621_at	3.2007613	3.246429	3.2821553	3.3423693	3.1550176	3.2679768
ENSG00000250107	CACNA1G-AS1	1559061_at	4.523333	4.321728	4.1645546	4.1349535	4.1657147	4.317793
ENSG00000250116	RP11-417F21.1	1556662_at	4.725911	5.2793636	4.86509	4.807718	4.8325887	5.2056355
ENSG00000250116	RP11-417F21.1	1556663_s_at	3.4159784	3.4731324	3.1732676	3.3817892	3.369361	3.5095077
ENSG00000250125	RP11-707A18.1	1557822_at	2.909959	2.9847848	2.8586197	2.7160575	2.994393	2.93042
ENSG00000250125	RP11-707A18.1	1557823_s_at	3.1629808	3.1771207	3.010184	3.169458	3.1280358	3.0655258
ENSG00000250131	RP11-130F10.1	1558451_at	3.2984202	3.4454322	3.1948397	3.2984202	3.7229486	3.4438286
ENSG00000250132	RP11-359B12.2	1556984_at	4.725414	4.6604013	4.942548	4.713795	4.7363005	4.9020405
ENSG00000250132	RP11-359B12.2	236042_at	3.645433	3.5326903	3.8115473	3.9795094	3.7509034	3.730822
ENSG00000250156	CTC-498M16.2	1561473_at	3.0682874	3.0230787	3.0200996	2.9869556	2.9978144	3.0072403
ENSG00000250198	RP11-143A12.3	1561572_at	3.3582616	3.3875334	3.4870281	3.416432	3.540887	3.5182848
ENSG00000250208	FZD10-AS1	239569_at	4.0701365	3.8432615	3.9806461	4.172027	4.3633976	4.1556673
ENSG00000250208	FZD10-AS1	243351_at	3.6075923	3.4821327	3.4813738	3.4270582	3.7186835	3.7940574
ENSG00000250230	RP11-855O10.2	1562029_at	3.5436513	3.4624155	3.509926	3.518605	3.5757468	3.5856807
ENSG00000250241	RP11-9G1.3	1562389_at	3.0407739	3.1261308	3.0655258	2.9099536	3.0198994	3.0198994
ENSG00000250250	CTD-2350J17.1	240707_at	3.084796	2.9059265	3.0743864	3.2198853	3.1277478	3.2386003
ENSG00000250254	PTTG2	214557_at	3.9141107	3.926595	3.949977	3.9156501	3.8332846	3.8218713
ENSG00000250280	RP11-305O6.3	1566482_at	3.2774796	3.4737735	3.554202	3.3210196	3.336833	3.7717195
ENSG00000250302	RP11-752D24.3	1564881_at	3.463689	3.5506995	3.3788133	3.4854786	3.5486257	3.5080607
ENSG00000250303	RP11-356J5.12	1563800_at	5.2744756	5.5012364	5.4742146	5.0631943	5.3447886	5.4085326
ENSG00000250303	RP11-356J5.12	227115_at	4.085373	4.1624246	4.186521	4.400911	4.4519787	4.149941
ENSG00000250305	KIAA1456	1558541_at	3.3324857	3.2213762	3.3017836	3.330847	3.4075255	3.362218
ENSG00000250305	KIAA1456	214796_at	3.2170258	3.2158082	3.2427864	3.3246055	3.3864446	3.4203298
ENSG00000250305	KIAA1456	239297_at	3.4159784	3.4705687	3.474801	3.4291983	3.4742858	3.301265
ENSG00000250312	ZNF718	1553269_at	8.208499	7.63471	7.952226	8.239404	7.774209	7.9013505
ENSG00000250312	ZNF718	1559746_a_at	4.8692484	4.9525223	4.5165334	5.011659	4.772102	4.7638206
ENSG00000250317	SMIM20	225014_at	9.917978	9.939372	9.984873	10.020672	10.0402155	9.866978
ENSG00000250320	CTD-2269F5.1	214345_at	5.230907	5.1179886	5.090684	5.074688	5.46413	5.2731857
ENSG00000250328	MGC32805	1554781_at	3.3308678	3.2359452	3.0984287	3.2707243	3.0868454	3.109667
ENSG00000250328	MGC32805	233475_at	4.7073812	4.6782217	4.796232	4.638127	4.643262	4.924089
ENSG00000250337	LINC01021	1557765_at	2.9624465	3.3572884	3.9339767	2.8677948	3.0149126	3.4900541
ENSG00000250341	RP11-785F11.1	1569811_at	3.2054741	3.189827	3.2484887	3.334346	3.2101514	3.015514
ENSG00000250361	GYPB	214407_x_at	4.210189	4.4210553	4.257989	4.646501	4.4332347	4.4698853
ENSG00000250361	GYPB	216833_x_at	3.9656713	3.901008	4.067606	3.809669	4.021373	3.9631073
ENSG00000250365	CTD-2213F21.2	1570226_at	3.1632736	2.9375439	3.1385076	3.1005006	3.0554664	3.173889
ENSG00000250366	TUNAR	232111_at	3.407295	3.9565654	3.549122	3.900584	3.643966	3.9320474
ENSG00000250377	CTC-467M3.3	231410_at	3.7238357	3.4701095	3.4783263	3.6853795	3.6375575	3.798881
ENSG00000250406	RP13-539F13.3	1561084_at	3.411068	3.2966795	3.4898028	3.072535	3.2835865	3.0601583
ENSG00000250417	CTD-2194D22.2	240817_at	3.5291631	3.8237176	3.4527736	3.7654357	3.7805648	3.5874276
ENSG00000250420	AACSP1	1570020_at	3.5036304	3.5421996	3.43137	3.2125561	3.2126062	3.3356574
ENSG00000250423	KIAA1210	232332_at	2.9742851	3.2467203	3.106938	3.0275438	3.2169979	3.0840213
ENSG00000250427	HNCAT21	1557443_s_at	3.2165387	3.1629238	3.1137912	3.211029	3.3424056	3.1413987
ENSG00000250433	CLSTN2-AS1	234443_at	4.375494	4.581609	4.1686425	4.201735	4.4298134	4.561692
ENSG00000250436	RP11-622A1.2	240380_at	3.5126495	3.6945593	3.6431332	3.3383164	3.492059	3.6914067
ENSG00000250456	AC006552.1	1562540_at	3.7366068	3.587679	3.689794	3.451293	3.791851	3.9260328
ENSG00000250474	WBP1LP2	217657_at	4.058374	4.058374	4.200296	3.9226606	4.022751	4.339598
ENSG00000250479	CHCHD10	224932_at	8.85961	10.6667185	10.254959	9.06075	9.338167	10.178511
ENSG00000250486	FAM218A	1553710_at	3.266374	3.2804766	3.370953	3.2193394	3.442402	3.1859167
ENSG00000250486	FAM218A	1553711_a_at	3.4159784	3.1802838	3.324234	3.0741532	3.5025322	3.1478448
